======================================================================
			Matrix c1355.039
======================================================================
ATTENZIONE: L'esecuzione ha superato il limite di tempo 
======================================================================
8709  mhs trovati:

Card. minima degli mhs: 2
Card. massima degli mhs: 3

Card. massima analizzata: 3
----------------------------------------------------------------------
Dimensione iniziale della matrice: (5, 546)
Dimensione finale della matrice: (5, 546)

Colonne eliminate: []
Righe eliminate: []
----------------------------------------------------------------------
Execution time: 300.140319108963 seconds
Pre elaboration time: -1 seconds
Used memory:  132.21484375  Megabyte
----------------------------------------------------------------------
Lista degli mhs trovati: 

362(z362),382(z382)
362(z362),414(z414)
362(z362),473(z473)
362(z362),510(z510)
362(z362),542(o28)
382(z382),433(z433)
382(z382),434(z434)
382(z382),490(z490)
382(z382),522(o8)
414(z414),433(z433)
414(z414),434(z434)
414(z414),490(z490)
414(z414),522(o8)
433(z433),473(z473)
433(z433),510(z510)
433(z433),542(o28)
434(z434),473(z473)
434(z434),510(z510)
434(z434),542(o28)
473(z473),490(z490)
473(z473),522(o8)
490(z490),510(z510)
490(z490),542(o28)
510(z510),522(o8)
522(o8),542(o28)
12(z12),128(z128),185(z185)
12(z12),128(z128),187(z187)
12(z12),128(z128),199(z199)
12(z12),128(z128),203(z203)
12(z12),128(z128),214(z214)
12(z12),128(z128),227(z227)
12(z12),128(z128),239(z239)
12(z12),128(z128),254(z254)
12(z12),128(z128),263(z263)
12(z12),128(z128),271(z271)
12(z12),128(z128),286(z286)
12(z12),128(z128),295(z295)
12(z12),133(z133),148(z148)
12(z12),133(z133),163(z163)
12(z12),133(z133),164(z164)
12(z12),133(z133),167(z167)
12(z12),133(z133),168(z168)
12(z12),133(z133),175(z175)
12(z12),133(z133),176(z176)
12(z12),133(z133),190(z190)
12(z12),133(z133),192(z192)
12(z12),133(z133),196(z196)
12(z12),133(z133),223(z223)
12(z12),133(z133),224(z224)
12(z12),133(z133),232(z232)
12(z12),133(z133),247(z247)
12(z12),133(z133),248(z248)
12(z12),133(z133),260(z260)
12(z12),133(z133),279(z279)
12(z12),133(z133),280(z280)
12(z12),133(z133),292(z292)
12(z12),133(z133),362(z362)
12(z12),133(z133),433(z433)
12(z12),133(z133),434(z434)
12(z12),133(z133),490(z490)
12(z12),133(z133),522(o8)
12(z12),134(z134),148(z148)
12(z12),134(z134),163(z163)
12(z12),134(z134),164(z164)
12(z12),134(z134),167(z167)
12(z12),134(z134),168(z168)
12(z12),134(z134),175(z175)
12(z12),134(z134),176(z176)
12(z12),134(z134),190(z190)
12(z12),134(z134),192(z192)
12(z12),134(z134),196(z196)
12(z12),134(z134),223(z223)
12(z12),134(z134),224(z224)
12(z12),134(z134),232(z232)
12(z12),134(z134),247(z247)
12(z12),134(z134),248(z248)
12(z12),134(z134),260(z260)
12(z12),134(z134),279(z279)
12(z12),134(z134),280(z280)
12(z12),134(z134),292(z292)
12(z12),134(z134),362(z362)
12(z12),134(z134),433(z433)
12(z12),134(z134),434(z434)
12(z12),134(z134),490(z490)
12(z12),134(z134),522(o8)
12(z12),139(z139),148(z148)
12(z12),139(z139),163(z163)
12(z12),139(z139),164(z164)
12(z12),139(z139),167(z167)
12(z12),139(z139),168(z168)
12(z12),139(z139),175(z175)
12(z12),139(z139),176(z176)
12(z12),139(z139),190(z190)
12(z12),139(z139),192(z192)
12(z12),139(z139),196(z196)
12(z12),139(z139),223(z223)
12(z12),139(z139),224(z224)
12(z12),139(z139),232(z232)
12(z12),139(z139),247(z247)
12(z12),139(z139),248(z248)
12(z12),139(z139),260(z260)
12(z12),139(z139),279(z279)
12(z12),139(z139),280(z280)
12(z12),139(z139),292(z292)
12(z12),139(z139),362(z362)
12(z12),139(z139),433(z433)
12(z12),139(z139),434(z434)
12(z12),139(z139),490(z490)
12(z12),139(z139),522(o8)
12(z12),148(z148),153(z153)
12(z12),148(z148),154(z154)
12(z12),148(z148),157(z157)
12(z12),148(z148),181(z181)
12(z12),148(z148),182(z182)
12(z12),148(z148),185(z185)
12(z12),148(z148),187(z187)
12(z12),148(z148),199(z199)
12(z12),148(z148),203(z203)
12(z12),148(z148),214(z214)
12(z12),148(z148),227(z227)
12(z12),148(z148),239(z239)
12(z12),148(z148),254(z254)
12(z12),148(z148),263(z263)
12(z12),148(z148),271(z271)
12(z12),148(z148),286(z286)
12(z12),148(z148),295(z295)
12(z12),153(z153),163(z163)
12(z12),153(z153),164(z164)
12(z12),153(z153),167(z167)
12(z12),153(z153),168(z168)
12(z12),153(z153),175(z175)
12(z12),153(z153),176(z176)
12(z12),153(z153),190(z190)
12(z12),153(z153),192(z192)
12(z12),153(z153),196(z196)
12(z12),153(z153),223(z223)
12(z12),153(z153),224(z224)
12(z12),153(z153),232(z232)
12(z12),153(z153),247(z247)
12(z12),153(z153),248(z248)
12(z12),153(z153),260(z260)
12(z12),153(z153),279(z279)
12(z12),153(z153),280(z280)
12(z12),153(z153),292(z292)
12(z12),153(z153),362(z362)
12(z12),153(z153),433(z433)
12(z12),153(z153),434(z434)
12(z12),153(z153),490(z490)
12(z12),153(z153),522(o8)
12(z12),154(z154),163(z163)
12(z12),154(z154),164(z164)
12(z12),154(z154),167(z167)
12(z12),154(z154),168(z168)
12(z12),154(z154),175(z175)
12(z12),154(z154),176(z176)
12(z12),154(z154),190(z190)
12(z12),154(z154),192(z192)
12(z12),154(z154),196(z196)
12(z12),154(z154),223(z223)
12(z12),154(z154),224(z224)
12(z12),154(z154),232(z232)
12(z12),154(z154),247(z247)
12(z12),154(z154),248(z248)
12(z12),154(z154),260(z260)
12(z12),154(z154),279(z279)
12(z12),154(z154),280(z280)
12(z12),154(z154),292(z292)
12(z12),154(z154),362(z362)
12(z12),154(z154),433(z433)
12(z12),154(z154),434(z434)
12(z12),154(z154),490(z490)
12(z12),154(z154),522(o8)
12(z12),157(z157),163(z163)
12(z12),157(z157),164(z164)
12(z12),157(z157),167(z167)
12(z12),157(z157),168(z168)
12(z12),157(z157),175(z175)
12(z12),157(z157),176(z176)
12(z12),157(z157),190(z190)
12(z12),157(z157),192(z192)
12(z12),157(z157),196(z196)
12(z12),157(z157),223(z223)
12(z12),157(z157),224(z224)
12(z12),157(z157),232(z232)
12(z12),157(z157),247(z247)
12(z12),157(z157),248(z248)
12(z12),157(z157),260(z260)
12(z12),157(z157),279(z279)
12(z12),157(z157),280(z280)
12(z12),157(z157),292(z292)
12(z12),157(z157),362(z362)
12(z12),157(z157),433(z433)
12(z12),157(z157),434(z434)
12(z12),157(z157),490(z490)
12(z12),157(z157),522(o8)
12(z12),163(z163),181(z181)
12(z12),163(z163),182(z182)
12(z12),163(z163),185(z185)
12(z12),163(z163),187(z187)
12(z12),163(z163),199(z199)
12(z12),163(z163),203(z203)
12(z12),163(z163),214(z214)
12(z12),163(z163),227(z227)
12(z12),163(z163),239(z239)
12(z12),163(z163),254(z254)
12(z12),163(z163),263(z263)
12(z12),163(z163),271(z271)
12(z12),163(z163),286(z286)
12(z12),163(z163),295(z295)
12(z12),164(z164),181(z181)
12(z12),164(z164),182(z182)
12(z12),164(z164),185(z185)
12(z12),164(z164),187(z187)
12(z12),164(z164),199(z199)
12(z12),164(z164),203(z203)
12(z12),164(z164),214(z214)
12(z12),164(z164),227(z227)
12(z12),164(z164),239(z239)
12(z12),164(z164),254(z254)
12(z12),164(z164),263(z263)
12(z12),164(z164),271(z271)
12(z12),164(z164),286(z286)
12(z12),164(z164),295(z295)
12(z12),167(z167),181(z181)
12(z12),167(z167),182(z182)
12(z12),167(z167),185(z185)
12(z12),167(z167),187(z187)
12(z12),167(z167),199(z199)
12(z12),167(z167),203(z203)
12(z12),167(z167),214(z214)
12(z12),167(z167),227(z227)
12(z12),167(z167),239(z239)
12(z12),167(z167),254(z254)
12(z12),167(z167),263(z263)
12(z12),167(z167),271(z271)
12(z12),167(z167),286(z286)
12(z12),167(z167),295(z295)
12(z12),168(z168),181(z181)
12(z12),168(z168),182(z182)
12(z12),168(z168),185(z185)
12(z12),168(z168),187(z187)
12(z12),168(z168),199(z199)
12(z12),168(z168),203(z203)
12(z12),168(z168),214(z214)
12(z12),168(z168),227(z227)
12(z12),168(z168),239(z239)
12(z12),168(z168),254(z254)
12(z12),168(z168),263(z263)
12(z12),168(z168),271(z271)
12(z12),168(z168),286(z286)
12(z12),168(z168),295(z295)
12(z12),175(z175),181(z181)
12(z12),175(z175),182(z182)
12(z12),175(z175),185(z185)
12(z12),175(z175),187(z187)
12(z12),175(z175),199(z199)
12(z12),175(z175),203(z203)
12(z12),175(z175),214(z214)
12(z12),175(z175),227(z227)
12(z12),175(z175),239(z239)
12(z12),175(z175),254(z254)
12(z12),175(z175),263(z263)
12(z12),175(z175),271(z271)
12(z12),175(z175),286(z286)
12(z12),175(z175),295(z295)
12(z12),176(z176),181(z181)
12(z12),176(z176),182(z182)
12(z12),176(z176),185(z185)
12(z12),176(z176),187(z187)
12(z12),176(z176),199(z199)
12(z12),176(z176),203(z203)
12(z12),176(z176),214(z214)
12(z12),176(z176),227(z227)
12(z12),176(z176),239(z239)
12(z12),176(z176),254(z254)
12(z12),176(z176),263(z263)
12(z12),176(z176),271(z271)
12(z12),176(z176),286(z286)
12(z12),176(z176),295(z295)
12(z12),181(z181),190(z190)
12(z12),181(z181),192(z192)
12(z12),181(z181),196(z196)
12(z12),181(z181),223(z223)
12(z12),181(z181),224(z224)
12(z12),181(z181),232(z232)
12(z12),181(z181),247(z247)
12(z12),181(z181),248(z248)
12(z12),181(z181),260(z260)
12(z12),181(z181),279(z279)
12(z12),181(z181),280(z280)
12(z12),181(z181),292(z292)
12(z12),181(z181),362(z362)
12(z12),181(z181),433(z433)
12(z12),181(z181),434(z434)
12(z12),181(z181),490(z490)
12(z12),181(z181),522(o8)
12(z12),182(z182),190(z190)
12(z12),182(z182),192(z192)
12(z12),182(z182),196(z196)
12(z12),182(z182),223(z223)
12(z12),182(z182),224(z224)
12(z12),182(z182),232(z232)
12(z12),182(z182),247(z247)
12(z12),182(z182),248(z248)
12(z12),182(z182),260(z260)
12(z12),182(z182),279(z279)
12(z12),182(z182),280(z280)
12(z12),182(z182),292(z292)
12(z12),182(z182),362(z362)
12(z12),182(z182),433(z433)
12(z12),182(z182),434(z434)
12(z12),182(z182),490(z490)
12(z12),182(z182),522(o8)
12(z12),185(z185),190(z190)
12(z12),185(z185),192(z192)
12(z12),185(z185),196(z196)
12(z12),185(z185),223(z223)
12(z12),185(z185),224(z224)
12(z12),185(z185),232(z232)
12(z12),185(z185),247(z247)
12(z12),185(z185),248(z248)
12(z12),185(z185),260(z260)
12(z12),185(z185),279(z279)
12(z12),185(z185),280(z280)
12(z12),185(z185),292(z292)
12(z12),185(z185),362(z362)
12(z12),185(z185),433(z433)
12(z12),185(z185),434(z434)
12(z12),185(z185),490(z490)
12(z12),185(z185),522(o8)
12(z12),187(z187),190(z190)
12(z12),187(z187),192(z192)
12(z12),187(z187),196(z196)
12(z12),187(z187),223(z223)
12(z12),187(z187),224(z224)
12(z12),187(z187),232(z232)
12(z12),187(z187),247(z247)
12(z12),187(z187),248(z248)
12(z12),187(z187),260(z260)
12(z12),187(z187),279(z279)
12(z12),187(z187),280(z280)
12(z12),187(z187),292(z292)
12(z12),187(z187),362(z362)
12(z12),187(z187),433(z433)
12(z12),187(z187),434(z434)
12(z12),187(z187),490(z490)
12(z12),187(z187),522(o8)
12(z12),190(z190),199(z199)
12(z12),190(z190),203(z203)
12(z12),190(z190),214(z214)
12(z12),190(z190),227(z227)
12(z12),190(z190),239(z239)
12(z12),190(z190),254(z254)
12(z12),190(z190),263(z263)
12(z12),190(z190),271(z271)
12(z12),190(z190),286(z286)
12(z12),190(z190),295(z295)
12(z12),192(z192),199(z199)
12(z12),192(z192),203(z203)
12(z12),192(z192),214(z214)
12(z12),192(z192),227(z227)
12(z12),192(z192),239(z239)
12(z12),192(z192),254(z254)
12(z12),192(z192),263(z263)
12(z12),192(z192),271(z271)
12(z12),192(z192),286(z286)
12(z12),192(z192),295(z295)
12(z12),196(z196),199(z199)
12(z12),196(z196),203(z203)
12(z12),196(z196),214(z214)
12(z12),196(z196),227(z227)
12(z12),196(z196),239(z239)
12(z12),196(z196),254(z254)
12(z12),196(z196),263(z263)
12(z12),196(z196),271(z271)
12(z12),196(z196),286(z286)
12(z12),196(z196),295(z295)
12(z12),199(z199),223(z223)
12(z12),199(z199),224(z224)
12(z12),199(z199),232(z232)
12(z12),199(z199),247(z247)
12(z12),199(z199),248(z248)
12(z12),199(z199),260(z260)
12(z12),199(z199),279(z279)
12(z12),199(z199),280(z280)
12(z12),199(z199),292(z292)
12(z12),199(z199),362(z362)
12(z12),199(z199),433(z433)
12(z12),199(z199),434(z434)
12(z12),199(z199),490(z490)
12(z12),199(z199),522(o8)
12(z12),203(z203),223(z223)
12(z12),203(z203),224(z224)
12(z12),203(z203),232(z232)
12(z12),203(z203),247(z247)
12(z12),203(z203),248(z248)
12(z12),203(z203),260(z260)
12(z12),203(z203),279(z279)
12(z12),203(z203),280(z280)
12(z12),203(z203),292(z292)
12(z12),203(z203),362(z362)
12(z12),203(z203),433(z433)
12(z12),203(z203),434(z434)
12(z12),203(z203),490(z490)
12(z12),203(z203),522(o8)
12(z12),214(z214),223(z223)
12(z12),214(z214),224(z224)
12(z12),214(z214),232(z232)
12(z12),214(z214),247(z247)
12(z12),214(z214),248(z248)
12(z12),214(z214),260(z260)
12(z12),214(z214),279(z279)
12(z12),214(z214),280(z280)
12(z12),214(z214),292(z292)
12(z12),214(z214),362(z362)
12(z12),214(z214),433(z433)
12(z12),214(z214),434(z434)
12(z12),214(z214),490(z490)
12(z12),214(z214),522(o8)
12(z12),223(z223),227(z227)
12(z12),223(z223),239(z239)
12(z12),223(z223),254(z254)
12(z12),223(z223),263(z263)
12(z12),223(z223),271(z271)
12(z12),223(z223),286(z286)
12(z12),223(z223),295(z295)
12(z12),224(z224),227(z227)
12(z12),224(z224),239(z239)
12(z12),224(z224),254(z254)
12(z12),224(z224),263(z263)
12(z12),224(z224),271(z271)
12(z12),224(z224),286(z286)
12(z12),224(z224),295(z295)
12(z12),227(z227),232(z232)
12(z12),227(z227),247(z247)
12(z12),227(z227),248(z248)
12(z12),227(z227),260(z260)
12(z12),227(z227),279(z279)
12(z12),227(z227),280(z280)
12(z12),227(z227),292(z292)
12(z12),227(z227),362(z362)
12(z12),227(z227),433(z433)
12(z12),227(z227),434(z434)
12(z12),227(z227),490(z490)
12(z12),227(z227),522(o8)
12(z12),232(z232),239(z239)
12(z12),232(z232),254(z254)
12(z12),232(z232),263(z263)
12(z12),232(z232),271(z271)
12(z12),232(z232),286(z286)
12(z12),232(z232),295(z295)
12(z12),239(z239),247(z247)
12(z12),239(z239),248(z248)
12(z12),239(z239),260(z260)
12(z12),239(z239),279(z279)
12(z12),239(z239),280(z280)
12(z12),239(z239),292(z292)
12(z12),239(z239),362(z362)
12(z12),239(z239),433(z433)
12(z12),239(z239),434(z434)
12(z12),239(z239),490(z490)
12(z12),239(z239),522(o8)
12(z12),247(z247),254(z254)
12(z12),247(z247),263(z263)
12(z12),247(z247),271(z271)
12(z12),247(z247),286(z286)
12(z12),247(z247),295(z295)
12(z12),248(z248),254(z254)
12(z12),248(z248),263(z263)
12(z12),248(z248),271(z271)
12(z12),248(z248),286(z286)
12(z12),248(z248),295(z295)
12(z12),254(z254),260(z260)
12(z12),254(z254),279(z279)
12(z12),254(z254),280(z280)
12(z12),254(z254),292(z292)
12(z12),254(z254),362(z362)
12(z12),254(z254),433(z433)
12(z12),254(z254),434(z434)
12(z12),254(z254),490(z490)
12(z12),254(z254),522(o8)
12(z12),260(z260),263(z263)
12(z12),260(z260),271(z271)
12(z12),260(z260),286(z286)
12(z12),260(z260),295(z295)
12(z12),263(z263),279(z279)
12(z12),263(z263),280(z280)
12(z12),263(z263),292(z292)
12(z12),263(z263),362(z362)
12(z12),263(z263),433(z433)
12(z12),263(z263),434(z434)
12(z12),263(z263),490(z490)
12(z12),263(z263),522(o8)
12(z12),271(z271),279(z279)
12(z12),271(z271),280(z280)
12(z12),271(z271),292(z292)
12(z12),271(z271),362(z362)
12(z12),271(z271),433(z433)
12(z12),271(z271),434(z434)
12(z12),271(z271),490(z490)
12(z12),271(z271),522(o8)
12(z12),279(z279),286(z286)
12(z12),279(z279),295(z295)
12(z12),280(z280),286(z286)
12(z12),280(z280),295(z295)
12(z12),286(z286),292(z292)
12(z12),286(z286),362(z362)
12(z12),286(z286),433(z433)
12(z12),286(z286),434(z434)
12(z12),286(z286),490(z490)
12(z12),286(z286),522(o8)
12(z12),292(z292),295(z295)
12(z12),295(z295),362(z362)
12(z12),295(z295),433(z433)
12(z12),295(z295),434(z434)
12(z12),295(z295),490(z490)
12(z12),295(z295),522(o8)
12(z12),362(z362),381(z381)
12(z12),362(z362),413(z413)
12(z12),362(z362),472(z472)
12(z12),362(z362),509(z509)
12(z12),362(z362),541(o27)
12(z12),381(z381),433(z433)
12(z12),381(z381),434(z434)
12(z12),381(z381),490(z490)
12(z12),381(z381),522(o8)
12(z12),413(z413),433(z433)
12(z12),413(z413),434(z434)
12(z12),413(z413),490(z490)
12(z12),413(z413),522(o8)
12(z12),433(z433),472(z472)
12(z12),433(z433),509(z509)
12(z12),433(z433),541(o27)
12(z12),434(z434),472(z472)
12(z12),434(z434),509(z509)
12(z12),434(z434),541(o27)
12(z12),472(z472),490(z490)
12(z12),472(z472),522(o8)
12(z12),490(z490),509(z509)
12(z12),490(z490),541(o27)
12(z12),509(z509),522(o8)
12(z12),522(o8),541(o27)
13(z13),19(z19),46(z46)
13(z13),19(z19),47(z47)
13(z13),19(z19),107(z107)
13(z13),19(z19),108(z108)
13(z13),19(z19),138(z138)
13(z13),19(z19),155(z155)
13(z13),19(z19),156(z156)
13(z13),19(z19),186(z186)
13(z13),19(z19),382(z382)
13(z13),19(z19),414(z414)
13(z13),19(z19),473(z473)
13(z13),19(z19),510(z510)
13(z13),19(z19),542(o28)
13(z13),20(z20),46(z46)
13(z13),20(z20),47(z47)
13(z13),20(z20),107(z107)
13(z13),20(z20),108(z108)
13(z13),20(z20),138(z138)
13(z13),20(z20),155(z155)
13(z13),20(z20),156(z156)
13(z13),20(z20),186(z186)
13(z13),20(z20),382(z382)
13(z13),20(z20),414(z414)
13(z13),20(z20),473(z473)
13(z13),20(z20),510(z510)
13(z13),20(z20),542(o28)
13(z13),31(z31),46(z46)
13(z13),31(z31),47(z47)
13(z13),31(z31),107(z107)
13(z13),31(z31),108(z108)
13(z13),31(z31),138(z138)
13(z13),31(z31),155(z155)
13(z13),31(z31),156(z156)
13(z13),31(z31),186(z186)
13(z13),31(z31),382(z382)
13(z13),31(z31),414(z414)
13(z13),31(z31),473(z473)
13(z13),31(z31),510(z510)
13(z13),31(z31),542(o28)
13(z13),32(z32),46(z46)
13(z13),32(z32),47(z47)
13(z13),32(z32),107(z107)
13(z13),32(z32),108(z108)
13(z13),32(z32),138(z138)
13(z13),32(z32),155(z155)
13(z13),32(z32),156(z156)
13(z13),32(z32),186(z186)
13(z13),32(z32),382(z382)
13(z13),32(z32),414(z414)
13(z13),32(z32),473(z473)
13(z13),32(z32),510(z510)
13(z13),32(z32),542(o28)
13(z13),46(z46),61(z61)
13(z13),46(z46),62(z62)
13(z13),46(z46),63(z63)
13(z13),46(z46),64(z64)
13(z13),46(z46),69(z69)
13(z13),46(z46),70(z70)
13(z13),46(z46),71(z71)
13(z13),46(z46),72(z72)
13(z13),46(z46),85(z85)
13(z13),46(z46),87(z87)
13(z13),46(z46),115(z115)
13(z13),46(z46),116(z116)
13(z13),46(z46),119(z119)
13(z13),46(z46),120(z120)
13(z13),46(z46),127(z127)
13(z13),46(z46),128(z128)
13(z13),46(z46),148(z148)
13(z13),46(z46),163(z163)
13(z13),46(z46),164(z164)
13(z13),46(z46),167(z167)
13(z13),46(z46),168(z168)
13(z13),46(z46),175(z175)
13(z13),46(z46),176(z176)
13(z13),46(z46),190(z190)
13(z13),46(z46),192(z192)
13(z13),46(z46),196(z196)
13(z13),46(z46),223(z223)
13(z13),46(z46),224(z224)
13(z13),46(z46),232(z232)
13(z13),46(z46),247(z247)
13(z13),46(z46),248(z248)
13(z13),46(z46),260(z260)
13(z13),46(z46),279(z279)
13(z13),46(z46),280(z280)
13(z13),46(z46),292(z292)
13(z13),46(z46),362(z362)
13(z13),46(z46),433(z433)
13(z13),46(z46),434(z434)
13(z13),46(z46),490(z490)
13(z13),46(z46),522(o8)
13(z13),47(z47),61(z61)
13(z13),47(z47),62(z62)
13(z13),47(z47),63(z63)
13(z13),47(z47),64(z64)
13(z13),47(z47),69(z69)
13(z13),47(z47),70(z70)
13(z13),47(z47),71(z71)
13(z13),47(z47),72(z72)
13(z13),47(z47),85(z85)
13(z13),47(z47),87(z87)
13(z13),47(z47),115(z115)
13(z13),47(z47),116(z116)
13(z13),47(z47),119(z119)
13(z13),47(z47),120(z120)
13(z13),47(z47),127(z127)
13(z13),47(z47),128(z128)
13(z13),47(z47),148(z148)
13(z13),47(z47),163(z163)
13(z13),47(z47),164(z164)
13(z13),47(z47),167(z167)
13(z13),47(z47),168(z168)
13(z13),47(z47),175(z175)
13(z13),47(z47),176(z176)
13(z13),47(z47),190(z190)
13(z13),47(z47),192(z192)
13(z13),47(z47),196(z196)
13(z13),47(z47),223(z223)
13(z13),47(z47),224(z224)
13(z13),47(z47),232(z232)
13(z13),47(z47),247(z247)
13(z13),47(z47),248(z248)
13(z13),47(z47),260(z260)
13(z13),47(z47),279(z279)
13(z13),47(z47),280(z280)
13(z13),47(z47),292(z292)
13(z13),47(z47),362(z362)
13(z13),47(z47),433(z433)
13(z13),47(z47),434(z434)
13(z13),47(z47),490(z490)
13(z13),47(z47),522(o8)
13(z13),61(z61),107(z107)
13(z13),61(z61),108(z108)
13(z13),61(z61),138(z138)
13(z13),61(z61),155(z155)
13(z13),61(z61),156(z156)
13(z13),61(z61),186(z186)
13(z13),61(z61),382(z382)
13(z13),61(z61),414(z414)
13(z13),61(z61),473(z473)
13(z13),61(z61),510(z510)
13(z13),61(z61),542(o28)
13(z13),62(z62),107(z107)
13(z13),62(z62),108(z108)
13(z13),62(z62),138(z138)
13(z13),62(z62),155(z155)
13(z13),62(z62),156(z156)
13(z13),62(z62),186(z186)
13(z13),62(z62),382(z382)
13(z13),62(z62),414(z414)
13(z13),62(z62),473(z473)
13(z13),62(z62),510(z510)
13(z13),62(z62),542(o28)
13(z13),63(z63),107(z107)
13(z13),63(z63),108(z108)
13(z13),63(z63),138(z138)
13(z13),63(z63),155(z155)
13(z13),63(z63),156(z156)
13(z13),63(z63),186(z186)
13(z13),63(z63),382(z382)
13(z13),63(z63),414(z414)
13(z13),63(z63),473(z473)
13(z13),63(z63),510(z510)
13(z13),63(z63),542(o28)
13(z13),64(z64),107(z107)
13(z13),64(z64),108(z108)
13(z13),64(z64),138(z138)
13(z13),64(z64),155(z155)
13(z13),64(z64),156(z156)
13(z13),64(z64),186(z186)
13(z13),64(z64),382(z382)
13(z13),64(z64),414(z414)
13(z13),64(z64),473(z473)
13(z13),64(z64),510(z510)
13(z13),64(z64),542(o28)
13(z13),69(z69),107(z107)
13(z13),69(z69),108(z108)
13(z13),69(z69),138(z138)
13(z13),69(z69),155(z155)
13(z13),69(z69),156(z156)
13(z13),69(z69),186(z186)
13(z13),69(z69),382(z382)
13(z13),69(z69),414(z414)
13(z13),69(z69),473(z473)
13(z13),69(z69),510(z510)
13(z13),69(z69),542(o28)
13(z13),70(z70),107(z107)
13(z13),70(z70),108(z108)
13(z13),70(z70),138(z138)
13(z13),70(z70),155(z155)
13(z13),70(z70),156(z156)
13(z13),70(z70),186(z186)
13(z13),70(z70),382(z382)
13(z13),70(z70),414(z414)
13(z13),70(z70),473(z473)
13(z13),70(z70),510(z510)
13(z13),70(z70),542(o28)
13(z13),71(z71),107(z107)
13(z13),71(z71),108(z108)
13(z13),71(z71),138(z138)
13(z13),71(z71),155(z155)
13(z13),71(z71),156(z156)
13(z13),71(z71),186(z186)
13(z13),71(z71),382(z382)
13(z13),71(z71),414(z414)
13(z13),71(z71),473(z473)
13(z13),71(z71),510(z510)
13(z13),71(z71),542(o28)
13(z13),72(z72),107(z107)
13(z13),72(z72),108(z108)
13(z13),72(z72),138(z138)
13(z13),72(z72),155(z155)
13(z13),72(z72),156(z156)
13(z13),72(z72),186(z186)
13(z13),72(z72),382(z382)
13(z13),72(z72),414(z414)
13(z13),72(z72),473(z473)
13(z13),72(z72),510(z510)
13(z13),72(z72),542(o28)
13(z13),85(z85),107(z107)
13(z13),85(z85),108(z108)
13(z13),85(z85),138(z138)
13(z13),85(z85),155(z155)
13(z13),85(z85),156(z156)
13(z13),85(z85),186(z186)
13(z13),85(z85),382(z382)
13(z13),85(z85),414(z414)
13(z13),85(z85),473(z473)
13(z13),85(z85),510(z510)
13(z13),85(z85),542(o28)
13(z13),87(z87),107(z107)
13(z13),87(z87),108(z108)
13(z13),87(z87),138(z138)
13(z13),87(z87),155(z155)
13(z13),87(z87),156(z156)
13(z13),87(z87),186(z186)
13(z13),87(z87),382(z382)
13(z13),87(z87),414(z414)
13(z13),87(z87),473(z473)
13(z13),87(z87),510(z510)
13(z13),87(z87),542(o28)
13(z13),107(z107),115(z115)
13(z13),107(z107),116(z116)
13(z13),107(z107),119(z119)
13(z13),107(z107),120(z120)
13(z13),107(z107),127(z127)
13(z13),107(z107),128(z128)
13(z13),107(z107),148(z148)
13(z13),107(z107),163(z163)
13(z13),107(z107),164(z164)
13(z13),107(z107),167(z167)
13(z13),107(z107),168(z168)
13(z13),107(z107),175(z175)
13(z13),107(z107),176(z176)
13(z13),107(z107),190(z190)
13(z13),107(z107),192(z192)
13(z13),107(z107),196(z196)
13(z13),107(z107),223(z223)
13(z13),107(z107),224(z224)
13(z13),107(z107),232(z232)
13(z13),107(z107),247(z247)
13(z13),107(z107),248(z248)
13(z13),107(z107),260(z260)
13(z13),107(z107),279(z279)
13(z13),107(z107),280(z280)
13(z13),107(z107),292(z292)
13(z13),107(z107),362(z362)
13(z13),107(z107),433(z433)
13(z13),107(z107),434(z434)
13(z13),107(z107),490(z490)
13(z13),107(z107),522(o8)
13(z13),108(z108),115(z115)
13(z13),108(z108),116(z116)
13(z13),108(z108),119(z119)
13(z13),108(z108),120(z120)
13(z13),108(z108),127(z127)
13(z13),108(z108),128(z128)
13(z13),108(z108),148(z148)
13(z13),108(z108),163(z163)
13(z13),108(z108),164(z164)
13(z13),108(z108),167(z167)
13(z13),108(z108),168(z168)
13(z13),108(z108),175(z175)
13(z13),108(z108),176(z176)
13(z13),108(z108),190(z190)
13(z13),108(z108),192(z192)
13(z13),108(z108),196(z196)
13(z13),108(z108),223(z223)
13(z13),108(z108),224(z224)
13(z13),108(z108),232(z232)
13(z13),108(z108),247(z247)
13(z13),108(z108),248(z248)
13(z13),108(z108),260(z260)
13(z13),108(z108),279(z279)
13(z13),108(z108),280(z280)
13(z13),108(z108),292(z292)
13(z13),108(z108),362(z362)
13(z13),108(z108),433(z433)
13(z13),108(z108),434(z434)
13(z13),108(z108),490(z490)
13(z13),108(z108),522(o8)
13(z13),115(z115),138(z138)
13(z13),115(z115),155(z155)
13(z13),115(z115),156(z156)
13(z13),115(z115),186(z186)
13(z13),115(z115),382(z382)
13(z13),115(z115),414(z414)
13(z13),115(z115),473(z473)
13(z13),115(z115),510(z510)
13(z13),115(z115),542(o28)
13(z13),116(z116),138(z138)
13(z13),116(z116),155(z155)
13(z13),116(z116),156(z156)
13(z13),116(z116),186(z186)
13(z13),116(z116),382(z382)
13(z13),116(z116),414(z414)
13(z13),116(z116),473(z473)
13(z13),116(z116),510(z510)
13(z13),116(z116),542(o28)
13(z13),119(z119),138(z138)
13(z13),119(z119),155(z155)
13(z13),119(z119),156(z156)
